stars,date,type,short_d,content,product_name,name
4.0 out of 5 stars,"Reviewed in the United States on July 31, 2017",Concert,"Love it, except for the fact that I snapped ...","Love it, except for the fact that I snapped a string when initially tuning it, and my replacement pack did not include the string I needed",donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on July 30, 2017",Soprano,But I really love it!,"It looks really cute !!!! I'm a totally beginner, and still learning! But I really love it!",donner,GP
5.0 out of 5 stars,"Reviewed in the United States on July 30, 2017",Concert,Five Stars,Great beginner ukulele!,donner,Savannah Crooks
5.0 out of 5 stars,"Reviewed in the United States on July 29, 2017",Soprano,Great quality product,No issues.  Very quick delivery!  Great quality product.,donner,Sean R.
5.0 out of 5 stars,"Reviewed in the United States on July 29, 2017",Concert,Daughter loves,I bought this for me but my daughter took it over and wont stop playing it..... hopefully she will be the next American Idol....,donner,Romo
5.0 out of 5 stars,"Reviewed in the United States on July 29, 2017",Soprano,Great buy!,"Great quality uke for the price. My 9 year old is learning uke in school, the bag is really handy for traveling back and forth. He learned to use the tuner pretty quickly and has already learned half a dozen chords. The uke sounds great! Super happy with the purchase",donner,Brian D. Hunter
5.0 out of 5 stars,"Reviewed in the United States on July 29, 2017",Soprano,Love it as my daughter is very happy with it,"Love it as my daughter is very happy with it. Nice instrument, great sound, perfect. Everything was as described. Exceeded our expectations.",donner,Lori M
5.0 out of 5 stars,"Reviewed in the United States on July 28, 2017",Soprano,Five Stars,It looks nice and has a good sound.,donner,Kenna Mills
4.0 out of 5 stars,"Reviewed in the United States on July 28, 2017",Concert,"plus the extra stuffs that are coming along are awesome, the only complained I have so far after ...","The package is pack well, the ukulele is also well built, plus the extra stuffs that are coming along are awesome, the only complained I have so far after owning for a few weeks is that, the strings are not very good quality, I am highly recommend to change the strings if you want a better sounds and feel in the hand, of you are beginner I guess you can keep it but for the sake of pleasure change a new strings, about the strings that included in the box, I guess they are the same,But for the price, I guess it is worth the money!",donner,Phung
4.0 out of 5 stars,"Reviewed in the United States on July 28, 2017",Concert,Nice starter Ukulele,"Nice little Ukulele! Easy to get started on. Comes with case and an electronic tuner. I have to adjust the tuning after every 2 songs or so, but it sounds nice and the adjustments seem to need to happen less the longer I own it.",donner,Briana McCarthy
5.0 out of 5 stars,"Reviewed in the United States on July 28, 2017",Tenor,but this was a great purchase. This was a birthday present for my ...,"I am no ukulele expert, but this was a great purchase.  This was a birthday present for my son who is a beginner.  The set came with everything he needed except picks and a how-to book.  The instrument and case both seem well built.",donner,p2bim
5.0 out of 5 stars,"Reviewed in the United States on July 28, 2017",Soprano,My first ukulele,Great ukulele in still learning but this is a great ukulele,donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on July 27, 2017",Concert,Very nice,"Beautiful instrument. Great finish on the body and neck looks great. Case is very nice, as compared to others at this price range. Gift for a younger sister and would recommend.",donner,Tanner
5.0 out of 5 stars,"Reviewed in the United States on July 27, 2017",Concert,Serious instrament,Great quality,donner,Jamie Jamie
5.0 out of 5 stars,"Reviewed in the United States on July 27, 2017",Concert,Love it !,"This little jewel is beautifully crafted and has a satisfying sound with great projection, especially at this price level. The tuners are smooth and work well. I almost hate to give to my 7 year-old granddaughter, LOL. The case is well made, and it comes with a tuner and straps. I love it. Thanks, Donner.",donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on July 26, 2017",Soprano,Great!,Seems to be a great value and is as expected. I am a beginner and have bought several less expensive ukes and this is by far the best! Wood front too;),donner,Crystal M Ventura
5.0 out of 5 stars,"Reviewed in the United States on July 26, 2017",Concert,Five Stars,Great Ukulele!,donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on July 26, 2017",Soprano,Great deal!,"Very very good deal. This ukulele is great. I did have to bring it to my guitar teacher to have a few things adjusted, but after that it was perfect. Very happy with my purchase.",donner,Amazon Customer
4.0 out of 5 stars,"Reviewed in the United States on July 24, 2017",Concert,Good,Good,donner,Mike Karimi
5.0 out of 5 stars,"Reviewed in the United States on July 24, 2017",Soprano,Five Stars,"Beautiful, fun & love the extra's!!  That tuner does guitars, banjo's & Ukeleles!!",donner,Terri Trinder
5.0 out of 5 stars,"Reviewed in the United States on July 24, 2017",Soprano,So far I'm very happy with the quality and packaging of my purchase,"I have no musical instrument experience but was able to tune my new Uke in minutes with the included tuner. It may be helpful to realize going in that until your strings go through a break-in period it will require tuning frequently. Like buying a new bicycle, even the steel cables for brakes and gears need a tune-up once they've been broken in.  Looking forward to learning how to play this well crafted instrument. So far I'm very happy with the quality and packaging of my purchase.",donner,Matthew L.
5.0 out of 5 stars,"Reviewed in the United States on July 24, 2017",Concert,Great little uke,"Beautiful concert size uke with good tone. Love that it came with a tuner, neck strap, carrying case and extra strings!",donner,K. Bull
5.0 out of 5 stars,"Reviewed in the United States on July 24, 2017",Soprano,but the ukulele was fine.,"The shipping box came very damaged, but the ukulele was fine.",donner,Amazon Customer
1.0 out of 5 stars,"Reviewed in the United States on July 23, 2017",Concert,One Star,Absolutely terrible intonation on the second and third strings. Octaves are approximately 50 cents flat,donner,Andrew
5.0 out of 5 stars,"Reviewed in the United States on July 22, 2017",Concert,5 star ⭐️⭐️⭐️⭐️⭐️,😁 so happy!!! Purchased this concert Ukulele for my husband as a surprise... he loves it!Beatiful wood and excellent sound... oh the stap is great and tuner perfect:) Score!!,donner,MonkeyGirl
5.0 out of 5 stars,"Reviewed in the United States on July 22, 2017",Concert,Great instrument for price,"The ukulele was shipped on time and arrived with all the extra items. The instrument holds its tune well for its price point, even with new strings.",donner,Amazon Customer
5.0 out of 5 stars,"Reviewed in the United States on July 22, 2017",Concert,Very Nice!,"Received it before promised date!  Very nice instrument that is a great value,especially for beginners!  My wife is looking forward to learning how to play!",donner,MJS
